"","ID","CHR","MAPINFO","UCSC_RefGene_Name","UCSC_RefGene_Accession","UCSC_RefGene_Group","Relation_to_UCSC_CpG_Island"
"cg02380802","cg02380802","16",53407808,"","","","S_Shore"
"cg00590383","cg00590383","16",53410108,"","","","S_Shelf"
"cg27372181","cg27372181","16",53431071,"","","",""
"cg07792719","cg07792719","16",53455291,"","","",""
"cg03917515","cg03917515","16",53465339,"","","","N_Shelf"
"cg09147843","cg09147843","16",53467612,"RBL2","NM_005611","TSS1500","N_Shore"
"cg00000029","cg00000029","16",53468112,"RBL2","NM_005611","TSS1500","N_Shore"
"cg02851944","cg02851944","16",53468125,"RBL2","NM_005611","TSS1500","N_Shore"
"cg02021817","cg02021817","16",53468150,"RBL2","NM_005611","TSS200","N_Shore"
"cg03943270","cg03943270","16",53468205,"RBL2","NM_005611","TSS200","N_Shore"
"cg13426503","cg13426503","16",53468712,"RBL2","NM_005611","Body","Island"
"cg07396495","cg07396495","16",53468716,"RBL2","NM_005611","Body","Island"
"cg01016459","cg01016459","16",53468960,"RBL2","NM_005611","Body","Island"
"cg12190057","cg12190057","16",53469041,"RBL2","NM_005611","Body","Island"
"cg02119764","cg02119764","16",53469525,"RBL2","NM_005611","Body","S_Shore"
"cg01783195","cg01783195","16",53524545,"RBL2","NM_005611","3'UTR",""
"cg06414161","cg06414161","16",53534040,"AKTIP;AKTIP","NM_001012398;NM_022476","Body;Body","N_Shelf"
"cg05414254","cg05414254","16",53535931,"AKTIP;AKTIP","NM_001012398;NM_022476","5'UTR;5'UTR","N_Shore"
"cg24367314","cg24367314","16",53536580,"AKTIP;AKTIP","NM_001012398;NM_022476","5'UTR;5'UTR","Island"
"cg02429398","cg02429398","16",53536813,"AKTIP;AKTIP","NM_001012398;NM_022476","5'UTR;5'UTR","Island"
"cg10965432","cg10965432","16",53537025,"AKTIP;AKTIP","NM_001012398;NM_022476","5'UTR;5'UTR","Island"
"cg06492821","cg06492821","16",53537101,"AKTIP;AKTIP;AKTIP;AKTIP","NM_001012398;NM_001012398;NM_022476;NM_022476","1stExon;5'UTR;1stExon;5'UTR","Island"
"cg03004426","cg03004426","16",53537293,"AKTIP;AKTIP","NM_022476;NM_001012398","TSS200;TSS200","Island"
"cg24633242","cg24633242","16",53537307,"AKTIP;AKTIP","NM_022476;NM_001012398","TSS200;TSS200","Island"
"cg10483813","cg10483813","16",53537325,"AKTIP;AKTIP","NM_022476;NM_001012398","TSS200;TSS200","Island"
"cg07161888","cg07161888","16",53537348,"AKTIP;AKTIP","NM_022476;NM_001012398","TSS200;TSS200","Island"
"cg05241839","cg05241839","16",53537463,"AKTIP;AKTIP","NM_001012398;NM_022476","TSS1500;TSS1500","Island"
"cg13145669","cg13145669","16",53537603,"AKTIP;AKTIP","NM_001012398;NM_022476","TSS1500;TSS1500","Island"
"cg02965178","cg02965178","16",53538660,"AKTIP;AKTIP","NM_001012398;NM_022476","TSS1500;TSS1500","S_Shore"
"cg06010437","cg06010437","16",53541507,"","","","S_Shelf"
"cg09728985","cg09728985","16",53543985,"","","",""
"cg04059762","cg04059762","16",53544020,"","","",""
"cg05113697","cg05113697","16",53544098,"","","",""
"cg05997655","cg05997655","16",53544321,"","","",""
"cg06758559","cg06758559","16",53576222,"","","",""
"cg07300349","cg07300349","16",53576284,"","","",""
"cg09632976","cg09632976","16",53594200,"","","",""
"cg04276765","cg04276765","16",53595915,"","","",""
"cg27664614","cg27664614","16",53634478,"RPGRIP1L;RPGRIP1L","NM_001127897;NM_015272","3'UTR;3'UTR",""
"cg07371505","cg07371505","16",53658822,"RPGRIP1L;RPGRIP1L","NM_001127897;NM_015272","Body;Body",""
"cg26746331","cg26746331","16",53737506,"FTO;RPGRIP1L;RPGRIP1L","NM_001080432;NM_001127897;NM_015272","TSS1500;5'UTR;5'UTR","N_Shore"
"cg01981760","cg01981760","16",53737576,"FTO;RPGRIP1L;RPGRIP1L","NM_001080432;NM_001127897;NM_015272","TSS1500;5'UTR;5'UTR","N_Shore"
"cg10201388","cg10201388","16",53737753,"RPGRIP1L;FTO;RPGRIP1L;RPGRIP1L;RPGRIP1L","NM_015272;NM_001080432;NM_001127897;NM_015272;NM_001127897","1stExon;TSS200;5'UTR;5'UTR;1stExon","Island"
"cg06054593","cg06054593","16",53737861,"RPGRIP1L;FTO;RPGRIP1L","NM_001127897;NM_001080432;NM_015272","TSS200;TSS200;TSS200","Island"
"cg06348615","cg06348615","16",53737863,"RPGRIP1L;FTO;RPGRIP1L","NM_001127897;NM_001080432;NM_015272","TSS200;TSS200;TSS200","Island"
"cg02859443","cg02859443","16",53737878,"RPGRIP1L;RPGRIP1L;FTO;FTO","NM_001127897;NM_015272;NM_001080432;NM_001080432","TSS200;TSS200;1stExon;5'UTR","Island"
"cg27021131","cg27021131","16",53737924,"RPGRIP1L;RPGRIP1L;FTO;FTO","NM_001127897;NM_015272;NM_001080432;NM_001080432","TSS200;TSS200;1stExon;5'UTR","Island"
"cg12495954","cg12495954","16",53738234,"FTO;RPGRIP1L;RPGRIP1L","NM_001080432;NM_015272;NM_001127897","Body;TSS1500;TSS1500","Island"
"cg00891125","cg00891125","16",53738439,"FTO;RPGRIP1L;RPGRIP1L","NM_001080432;NM_015272;NM_001127897","Body;TSS1500;TSS1500","S_Shore"
"cg00625110","cg00625110","16",53741731,"FTO","NM_001080432","Body","S_Shelf"
"cg00714672","cg00714672","16",53749034,"FTO","NM_001080432","Body",""
"cg26982104","cg26982104","16",53779335,"FTO","NM_001080432","Body",""
"cg01485549","cg01485549","16",53789485,"FTO","NM_001080432","Body",""
"cg02252501","cg02252501","16",53808676,"FTO","NM_001080432","Body",""
"cg03312170","cg03312170","16",53815126,"FTO","NM_001080432","Body",""
"cg26651810","cg26651810","16",53851122,"FTO","NM_001080432","Body",""
"cg02992067","cg02992067","16",53856169,"FTO","NM_001080432","Body",""
"cg09243909","cg09243909","16",53871485,"FTO","NM_001080432","Body",""
"cg06392242","cg06392242","16",53883288,"FTO","NM_001080432","Body",""
"cg07306006","cg07306006","16",53915414,"FTO","NM_001080432","Body",""
"cg01986630","cg01986630","16",53946263,"FTO","NM_001080432","Body",""
"cg02111433","cg02111433","16",53947953,"FTO","NM_001080432","Body",""
"cg02642561","cg02642561","16",53955847,"FTO","NM_001080432","Body",""
"cg04036070","cg04036070","16",53957219,"FTO","NM_001080432","Body",""
"cg26580413","cg26580413","16",54025348,"FTO","NM_001080432","Body",""
"cg10331105","cg10331105","16",54061366,"FTO","NM_001080432","Body",""
"cg06940838","cg06940838","16",54084197,"FTO","NM_001080432","Body",""
"cg27401543","cg27401543","16",54088396,"FTO","NM_001080432","Body",""
"cg10227678","cg10227678","16",54096340,"FTO","NM_001080432","Body",""
"cg26695784","cg26695784","16",54101846,"FTO","NM_001080432","Body",""
"cg06434738","cg06434738","16",54115019,"FTO","NM_001080432","Body",""
"cg05967340","cg05967340","16",54146616,"FTO","NM_001080432","3'UTR",""
"cg06772063","cg06772063","16",54150765,"","","",""
"cg08430972","cg08430972","16",54153079,"","","","N_Shelf"
"cg02302035","cg02302035","16",54155477,"","","","N_Shore"
"cg07420261","cg07420261","16",54155492,"","","","N_Shore"
"cg09733297","cg09733297","16",54155568,"","","","N_Shore"
"cg01214050","cg01214050","16",54155639,"","","","N_Shore"
"cg24584252","cg24584252","16",54155954,"","","","Island"
"cg01083598","cg01083598","16",54155993,"","","","Island"
"cg00699419","cg00699419","16",54156874,"","","","S_Shore"
"cg01878940","cg01878940","16",54159705,"","","","S_Shelf"
"cg07468327","cg07468327","16",54170217,"","","",""
"cg05617551","cg05617551","16",54209183,"","","",""
"cg00253658","cg00253658","16",54210496,"","","",""
"cg26681628","cg26681628","16",54210550,"","","",""
"cg01692757","cg01692757","16",54211537,"","","",""
"cg09816855","cg09816855","16",54211588,"","","",""
"cg04885885","cg04885885","16",54225800,"","","","N_Shelf"
"cg27057022","cg27057022","16",54227790,"","","","N_Shore"
"cg00647658","cg00647658","16",54227814,"","","","N_Shore"
"cg05067427","cg05067427","16",54227914,"","","","N_Shore"
"cg16500916","cg16500916","16",54228169,"","","","N_Shore"
"cg27520536","cg27520536","16",54228323,"","","","Island"
"cg03687532","cg03687532","16",54228358,"","","","Island"
"cg07506749","cg07506749","16",54228447,"","","","Island"
"cg05332854","cg05332854","16",54228582,"","","","S_Shore"
"cg26705829","cg26705829","16",54231143,"","","","S_Shelf"
"cg04451839","cg04451839","16",54311855,"","","","N_Shelf"
"cg08478006","cg08478006","16",54313764,"","","","N_Shore"
"cg02571857","cg02571857","16",54315551,"","","","N_Shore"
"cg08076437","cg08076437","16",54315634,"","","","Island"
"cg01951879","cg01951879","16",54315840,"","","","Island"
"cg10418162","cg10418162","16",54316270,"","","","N_Shore"
"cg01180552","cg01180552","16",54316931,"","","","Island"
"cg09275704","cg09275704","16",54317042,"","","","Island"
"cg07984286","cg07984286","16",54317760,"IRX3","NM_024336","Body","N_Shore"
"cg01135754","cg01135754","16",54318044,"IRX3","NM_024336","Body","Island"
"cg04314114","cg04314114","16",54318115,"IRX3","NM_024336","Body","Island"
"cg13660279","cg13660279","16",54318221,"IRX3","NM_024336","Body","Island"
"cg08279075","cg08279075","16",54318772,"IRX3","NM_024336","Body","Island"
"cg05001964","cg05001964","16",54318808,"IRX3","NM_024336","Body","Island"
"cg03970615","cg03970615","16",54318935,"IRX3","NM_024336","Body","Island"
"cg06304259","cg06304259","16",54319242,"IRX3","NM_024336","Body","Island"
"cg22279504","cg22279504","16",54319404,"IRX3","NM_024336","Body","Island"
"cg00226545","cg00226545","16",54320225,"IRX3;IRX3","NM_024336;NM_024336","5'UTR;1stExon","Island"
"cg17745122","cg17745122","16",54320230,"IRX3;IRX3","NM_024336;NM_024336","5'UTR;1stExon","Island"
"cg16883332","cg16883332","16",54320430,"IRX3","NM_024336","TSS200","Island"
"cg24662961","cg24662961","16",54320670,"IRX3","NM_024336","TSS1500","Island"
"cg03999372","cg03999372","16",54320672,"IRX3","NM_024336","TSS1500","Island"
"cg27228168","cg27228168","16",54320674,"IRX3","NM_024336","TSS1500","Island"
"cg06259881","cg06259881","16",54321165,"IRX3","NM_024336","TSS1500","Island"
"cg17536114","cg17536114","16",54321260,"IRX3","NM_024336","TSS1500","Island"
"cg01885503","cg01885503","16",54321848,"IRX3","NM_024336","TSS1500","Island"
"cg07336350","cg07336350","16",54322127,"","","","Island"
"cg00221382","cg00221382","16",54322308,"","","","Island"
"cg00220294","cg00220294","16",54322494,"","","","Island"
"cg16085531","cg16085531","16",54322938,"","","","Island"
"cg04166294","cg04166294","16",54322984,"","","","Island"
"cg07300060","cg07300060","16",54323335,"","","","Island"
"cg09851951","cg09851951","16",54323498,"","","","Island"
"cg26537209","cg26537209","16",54324187,"","","","Island"
"cg05544500","cg05544500","16",54324346,"","","","Island"
"cg01337391","cg01337391","16",54324358,"","","","Island"
"cg02194243","cg02194243","16",54324597,"","","","Island"
"cg02931762","cg02931762","16",54325015,"","","","N_Shore"
"cg09480047","cg09480047","16",54325129,"","","","Island"
"cg08825645","cg08825645","16",54325319,"","","","Island"
"cg05071046","cg05071046","16",54325583,"","","","Island"
"cg27148800","cg27148800","16",54325929,"","","","S_Shore"
"cg00959883","cg00959883","16",54328481,"","","","S_Shelf"
"cg03018678","cg03018678","16",54352341,"","","",""
"cg10161039","cg10161039","16",54353299,"","","",""
"cg09567173","cg09567173","16",54354640,"","","",""
"cg03177666","cg03177666","16",54365103,"","","",""
"cg08755703","cg08755703","16",54394989,"","","",""
"cg01991625","cg01991625","16",54404353,"","","",""
"cg01638741","cg01638741","16",54404381,"","","",""
"cg03467555","cg03467555","16",54404408,"","","",""
"cg03997105","cg03997105","16",54404570,"","","",""
"cg02469838","cg02469838","16",54404655,"","","",""
"cg00253379","cg00253379","16",54404709,"","","",""
"cg04917160","cg04917160","16",54407943,"","","",""
"cg06658404","cg06658404","16",54408014,"","","",""
"cg08920174","cg08920174","16",54446189,"","","",""
"cg04773333","cg04773333","16",54542167,"","","",""
"cg02288819","cg02288819","16",54542294,"","","",""
"cg09894631","cg09894631","16",54542303,"","","",""
"cg09919735","cg09919735","16",54545884,"","","",""
"cg01208855","cg01208855","16",54545949,"","","",""
"cg07422940","cg07422940","16",54546090,"","","",""
"cg07584669","cg07584669","16",54546380,"","","",""
"cg10176070","cg10176070","16",54546460,"","","",""
"cg26586719","cg26586719","16",54555550,"","","",""
"cg02981942","cg02981942","16",54574605,"","","",""
"cg04106196","cg04106196","16",54611564,"","","",""
"cg02955287","cg02955287","16",54611636,"","","",""
"cg05895353","cg05895353","16",54611722,"","","",""
"cg03221837","cg03221837","16",54619969,"","","",""
"cg00010954","cg00010954","16",54620055,"","","",""
"cg05835346","cg05835346","16",54620105,"","","",""
"cg04650238","cg04650238","16",54625690,"","","",""
"cg16501625","cg16501625","16",54628759,"","","",""
"cg27054162","cg27054162","16",54628834,"","","",""
"cg08176551","cg08176551","16",54666907,"","","",""
"cg01549929","cg01549929","16",54683714,"","","",""
"cg09621330","cg09621330","16",54685651,"","","",""
"cg08320225","cg08320225","16",54689252,"","","",""
"cg03665818","cg03665818","16",54724064,"","","",""
"cg03697766","cg03697766","16",54848022,"","","",""
"cg08202972","cg08202972","16",54851464,"","","",""
"cg27428708","cg27428708","16",54851977,"","","",""
"cg04941630","cg04941630","16",54962001,"","","","N_Shore"
"cg04338281","cg04338281","16",54962385,"","","","N_Shore"
"cg12599700","cg12599700","16",54962423,"","","","Island"
"cg18424968","cg18424968","16",54963240,"","","","Island"
"cg16700620","cg16700620","16",54963754,"IRX5","NM_005853","TSS1500","Island"
"cg03482123","cg03482123","16",54964029,"IRX5","NM_005853","TSS1500","Island"
"cg01686920","cg01686920","16",54964332,"IRX5","NM_005853","TSS1500","Island"
"cg09416543","cg09416543","16",54964677,"IRX5","NM_005853","TSS1500","Island"
"cg18683774","cg18683774","16",54964820,"IRX5","NM_005853","TSS1500","Island"
"cg05870072","cg05870072","16",54965087,"IRX5","NM_005853","TSS200","Island"
"cg05362516","cg05362516","16",54965089,"IRX5","NM_005853","TSS200","Island"
"cg06191898","cg06191898","16",54965100,"IRX5","NM_005853","TSS200","Island"
"cg09641689","cg09641689","16",54965142,"IRX5","NM_005853","1stExon","Island"
"cg05266781","cg05266781","16",54965492,"IRX5","NM_005853","Body","Island"
"cg03665761","cg03665761","16",54965929,"IRX5","NM_005853","Body","Island"
"cg16642791","cg16642791","16",54966471,"IRX5","NM_005853","Body","Island"
"cg01901262","cg01901262","16",54966837,"IRX5","NM_005853","Body","Island"
"cg16376108","cg16376108","16",54967024,"IRX5","NM_005853","Body","Island"
"cg09492451","cg09492451","16",54967389,"IRX5","NM_005853","Body","Island"
"cg10824810","cg10824810","16",54967714,"IRX5","NM_005853","Body","Island"
"cg07452217","cg07452217","16",54967786,"IRX5","NM_005853","3'UTR","Island"
"cg02388378","cg02388378","16",54968727,"","","","N_Shore"
"cg07505018","cg07505018","16",54968831,"","","","N_Shore"
"cg06993307","cg06993307","16",54969051,"","","","N_Shore"
"cg27327911","cg27327911","16",54969146,"","","","N_Shore"
"cg05317090","cg05317090","16",54969706,"","","","N_Shore"
"cg03782157","cg03782157","16",54970302,"","","","Island"
"cg07719621","cg07719621","16",54970469,"","","","Island"
"cg04786287","cg04786287","16",54970523,"","","","Island"
"cg12492345","cg12492345","16",54971007,"","","","Island"
"cg04153740","cg04153740","16",54971018,"","","","Island"
"cg26470798","cg26470798","16",54971598,"","","","Island"
"cg26053832","cg26053832","16",54971600,"","","","Island"
"cg08529345","cg08529345","16",54971700,"","","","Island"
"cg03426023","cg03426023","16",54972078,"","","","Island"
"cg15916160","cg15916160","16",54972094,"","","","Island"
"cg08454455","cg08454455","16",54972371,"","","","Island"
"cg01047631","cg01047631","16",54972573,"","","","Island"
"cg13744172","cg13744172","16",54972647,"","","","Island"
"cg00747944","cg00747944","16",54972845,"","","","Island"
"cg10214640","cg10214640","16",54973047,"","","","S_Shore"
"cg06138439","cg06138439","16",54973128,"","","","S_Shore"
"cg02377941","cg02377941","16",54973385,"","","","S_Shore"
"cg16387593","cg16387593","16",54973579,"","","","S_Shore"
"cg07271394","cg07271394","16",54973762,"","","","S_Shore"
"cg04091822","cg04091822","16",54974287,"","","","S_Shore"
"cg16642717","cg16642717","16",54975958,"","","","S_Shelf"
"cg00732378","cg00732378","16",55021073,"","","",""
"cg08841098","cg08841098","16",55050401,"","","","N_Shelf"
"cg09180605","cg09180605","16",55052618,"","","","N_Shore"
"cg02873517","cg02873517","16",55052921,"","","","Island"
"cg07992840","cg07992840","16",55052984,"","","","Island"
"cg16435922","cg16435922","16",55053053,"","","","Island"
"cg07613987","cg07613987","16",55053497,"","","","S_Shore"
"cg06683481","cg06683481","16",55056213,"","","","S_Shelf"
"cg04340928","cg04340928","16",55067613,"","","",""
"cg16742090","cg16742090","16",55067650,"","","",""
"cg03049501","cg03049501","16",55087225,"","","","N_Shelf"
"cg04887321","cg04887321","16",55090590,"","","","N_Shore"
"cg16473125","cg16473125","16",55090720,"","","","Island"
"cg05731816","cg05731816","16",55090791,"","","","Island"
"cg11181171","cg11181171","16",55090946,"","","","Island"
"cg09947736","cg09947736","16",55091198,"","","","S_Shore"
"cg06847237","cg06847237","16",55094729,"","","","S_Shelf"
"cg27570984","cg27570984","16",55125644,"","","",""
"cg05242190","cg05242190","16",55150707,"","","",""
"cg00356208","cg00356208","16",55167581,"","","",""
"cg02968537","cg02968537","16",55176084,"","","",""
"cg09294739","cg09294739","16",55218782,"","","",""
"cg07341290","cg07341290","16",55224133,"","","",""
"cg10324416","cg10324416","16",55317810,"","","",""
"cg27592309","cg27592309","16",55326700,"","","",""
"cg06969739","cg06969739","16",55336970,"","","",""
"cg02859129","cg02859129","16",55357253,"IRX6","NM_024335","TSS1500","N_Shore"
"cg04622777","cg04622777","16",55357776,"IRX6","NM_024335","TSS1500","Island"
"cg08295543","cg08295543","16",55357842,"IRX6","NM_024335","TSS1500","Island"
"cg09659661","cg09659661","16",55358072,"IRX6","NM_024335","TSS1500","Island"
"cg10250663","cg10250663","16",55358458,"IRX6","NM_024335","TSS200","Island"
"cg04853843","cg04853843","16",55358461,"IRX6","NM_024335","TSS200","Island"
"cg01549404","cg01549404","16",55358636,"IRX6;IRX6","NM_024335;NM_024335","5'UTR;1stExon","Island"
"cg24049616","cg24049616","16",55359029,"IRX6","NM_024335","1stExon","Island"
"cg06722193","cg06722193","16",55359355,"IRX6","NM_024335","Body","S_Shore"
"cg01554410","cg01554410","16",55359698,"IRX6","NM_024335","Body","S_Shore"
"cg06431877","cg06431877","16",55360182,"IRX6","NM_024335","Body","S_Shore"
"cg02602550","cg02602550","16",55360333,"IRX6","NM_024335","Body","S_Shore"
"cg02787087","cg02787087","16",55361547,"IRX6","NM_024335","Body","N_Shore"
"cg03992149","cg03992149","16",55361816,"IRX6","NM_024335","Body","N_Shore"
"cg05099576","cg05099576","16",55362342,"IRX6","NM_024335","Body","N_Shore"
"cg08907834","cg08907834","16",55362644,"IRX6","NM_024335","Body","N_Shore"
"cg04834436","cg04834436","16",55362754,"IRX6","NM_024335","Body","Island"
"cg07541744","cg07541744","16",55363277,"IRX6","NM_024335","Body","Island"
"cg09662325","cg09662325","16",55363601,"IRX6","NM_024335","Body","N_Shore"
"cg00510598","cg00510598","16",55364229,"IRX6","NM_024335","3'UTR","N_Shore"
"cg02198701","cg02198701","16",55364614,"IRX6","NM_024335","3'UTR","N_Shore"
"cg05079049","cg05079049","16",55364843,"","","","Island"
"cg07592723","cg07592723","16",55365146,"","","","Island"
"cg05324194","cg05324194","16",55365444,"","","","Island"
"cg05872614","cg05872614","16",55365815,"","","","Island"
"cg00094898","cg00094898","16",55365950,"","","","Island"
"cg09772792","cg09772792","16",55366021,"","","","Island"
"cg09812990","cg09812990","16",55367838,"","","","S_Shore"
"cg06372607","cg06372607","16",55368072,"","","","S_Shelf"
"cg07003558","cg07003558","16",55404939,"","","",""
"cg07667917","cg07667917","16",55405014,"","","",""
"cg05070537","cg05070537","16",55406486,"","","",""
"cg07006398","cg07006398","16",55406516,"","","",""
"cg26663091","cg26663091","16",55406546,"","","",""
"cg05646765","cg05646765","16",55424125,"","","",""
"cg07986791","cg07986791","16",55498979,"","","",""
"cg01823414","cg01823414","16",55504852,"","","",""
"cg10417457","cg10417457","16",55510137,"","","","N_Shelf"
"cg08318842","cg08318842","16",55512806,"MMP2","NM_004530","TSS1500","N_Shore"
"cg09530163","cg09530163","16",55512822,"MMP2","NM_004530","TSS1500","N_Shore"
"cg12317456","cg12317456","16",55512868,"MMP2","NM_004530","TSS1500","N_Shore"
"cg01821058","cg01821058","16",55512870,"MMP2","NM_004530","TSS1500","N_Shore"
"cg27642062","cg27642062","16",55513148,"MMP2;MMP2","NM_004530;NM_004530","1stExon;5'UTR","N_Shore"
"cg14400118","cg14400118","16",55513191,"MMP2;MMP2","NM_004530;NM_004530","1stExon;5'UTR","N_Shore"
"cg22950163","cg22950163","16",55513525,"MMP2","NM_004530","1stExon","Island"
"cg27279620","cg27279620","16",55513660,"MMP2","NM_004530","Body","S_Shore"
"cg00078334","cg00078334","16",55513961,"MMP2","NM_004530","Body","S_Shore"
"cg07582157","cg07582157","16",55514269,"MMP2;MMP2","NM_001127891;NM_004530","TSS1500;Body","S_Shore"
"cg26795346","cg26795346","16",55516959,"MMP2;MMP2","NM_001127891;NM_004530","Body;Body","S_Shelf"
"cg08133699","cg08133699","16",55521135,"MMP2;MMP2","NM_001127891;NM_004530","Body;Body",""
"cg05782444","cg05782444","16",55525878,"MMP2;MMP2","NM_001127891;NM_004530","Body;Body",""
"cg00120147","cg00120147","16",55526963,"MMP2;MMP2","NM_001127891;NM_004530","Body;Body",""
"cg04049508","cg04049508","16",55535988,"MMP2;MMP2","NM_001127891;NM_004530","Body;Body",""
"cg10030250","cg10030250","16",55540152,"MMP2;MMP2","NM_004530;NM_001127891","3'UTR;3'UTR","N_Shelf"
"cg03471593","cg03471593","16",55542668,"LPCAT2","NM_017839","TSS1500","N_Shore"
"cg01998785","cg01998785","16",55542709,"LPCAT2","NM_017839","TSS1500","N_Shore"
"cg00249264","cg00249264","16",55542747,"LPCAT2","NM_017839","TSS200","N_Shore"
"cg00427604","cg00427604","16",55542751,"LPCAT2","NM_017839","TSS200","N_Shore"
"cg08416650","cg08416650","16",55542921,"LPCAT2;LPCAT2","NM_017839;NM_017839","1stExon;5'UTR","Island"
"cg27458265","cg27458265","16",55542981,"LPCAT2;LPCAT2","NM_017839;NM_017839","1stExon;5'UTR","Island"
"cg16176379","cg16176379","16",55543049,"LPCAT2;LPCAT2","NM_017839;NM_017839","1stExon;5'UTR","Island"
"cg09793988","cg09793988","16",55543053,"LPCAT2;LPCAT2","NM_017839;NM_017839","1stExon;5'UTR","Island"
"cg07627639","cg07627639","16",55544136,"LPCAT2","NM_017839","Body","S_Shore"
"cg03736685","cg03736685","16",55546074,"LPCAT2","NM_017839","Body","S_Shelf"
"cg03055942","cg03055942","16",55600644,"LPCAT2;CAPNS2;CAPNS2","NM_017839;NM_032330;NM_032330","Body;1stExon;5'UTR",""
"cg00495811","cg00495811","16",55619692,"LPCAT2","NM_017839","3'UTR",""
"cg00181061","cg00181061","16",55671734,"","","",""
"cg04811706","cg04811706","16",55686715,"","","","N_Shelf"
"cg02693870","cg02693870","16",55689324,"SLC6A2","NM_001043","TSS1500","N_Shore"
"cg27047406","cg27047406","16",55689534,"SLC6A2","NM_001043","TSS1500","N_Shore"
"cg10362591","cg10362591","16",55689865,"SLC6A2","NM_001043","TSS1500","Island"
"cg09746736","cg09746736","16",55690130,"SLC6A2","NM_001043","TSS1500","Island"
"cg16629702","cg16629702","16",55690248,"SLC6A2","NM_001043","TSS1500","Island"
"cg03226000","cg03226000","16",55690378,"SLC6A2","NM_001043","TSS200","Island"
"cg09774787","cg09774787","16",55690381,"SLC6A2","NM_001043","TSS200","Island"
"cg09321400","cg09321400","16",55690443,"SLC6A2","NM_001043","TSS200","Island"
"cg04874129","cg04874129","16",55690873,"SLC6A2","NM_001043","1stExon","Island"
"cg03860054","cg03860054","16",55691102,"SLC6A2","NM_001043","Body","S_Shore"
"cg09382328","cg09382328","16",55694562,"SLC6A2","NM_001043","Body","S_Shelf"
"cg09554599","cg09554599","16",55704759,"SLC6A2","NM_001043","Body",""
"cg03519481","cg03519481","16",55705229,"SLC6A2","NM_001043","Body",""
"cg05067406","cg05067406","16",55705694,"SLC6A2","NM_001043","Body",""
"cg27191081","cg27191081","16",55718307,"SLC6A2","NM_001043","Body",""
"cg02935718","cg02935718","16",55718768,"SLC6A2","NM_001043","Body",""
"cg04450501","cg04450501","16",55718994,"SLC6A2","NM_001043","Body",""
"cg02471751","cg02471751","16",55732070,"SLC6A2","NM_001043","Body",""
"cg04313338","cg04313338","16",55735794,"SLC6A2","NM_001043","Body",""
"cg27579359","cg27579359","16",55736319,"SLC6A2","NM_001043","3'UTR",""
"cg26554353","cg26554353","16",55791706,"","","","N_Shelf"
"cg08794265","cg08794265","16",55793200,"CES4","NR_003276","TSS1500","N_Shore"
"cg07273222","cg07273222","16",55794031,"CES4","NR_003276","TSS1500","N_Shore"
"cg04322176","cg04322176","16",55794456,"CES4","NR_003276","TSS200","N_Shore"
"cg27396498","cg27396498","16",55794478,"CES4","NR_003276","TSS200","N_Shore"
"cg16372632","cg16372632","16",55794595,"CES4","NR_003276","Body","N_Shore"
"cg02649063","cg02649063","16",55794731,"CES4","NR_003276","Body","Island"
"cg03998338","cg03998338","16",55794910,"CES4","NR_003276","Body","Island"
"cg06460672","cg06460672","16",55797860,"CES4","NR_003276","Body","S_Shelf"
"cg04521981","cg04521981","16",55850985,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body",""
"cg03993839","cg03993839","16",55851398,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body",""
"cg09955858","cg09955858","16",55862851,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body","N_Shelf"
"cg05585176","cg05585176","16",55866522,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body","N_Shore"
"cg03880033","cg03880033","16",55866757,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body","Island"
"cg02374984","cg02374984","16",55866842,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body","Island"
"cg02301920","cg02301920","16",55866890,"CES1;CES1;CES1","NM_001266;NM_001025194;NM_001025195","Body;Body;Body","Island"
"cg23196985","cg23196985","16",55866997,"CES1;CES1;CES1;CES1;CES1;CES1","NM_001025195;NM_001025195;NM_001025194;NM_001266;NM_001025194;NM_001266","1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR","Island"
"cg03744383","cg03744383","16",55867072,"CES1;CES1;CES1;CES1;CES1;CES1","NM_001025195;NM_001025195;NM_001025194;NM_001266;NM_001025194;NM_001266","1stExon;5'UTR;5'UTR;1stExon;1stExon;5'UTR","S_Shore"
"cg08077617","cg08077617","16",55868196,"CES1;CES1;CES1","NM_001266;NM_001025195;NM_001025194","TSS1500;TSS1500;TSS1500","S_Shore"
"cg09425611","cg09425611","16",55868370,"CES1;CES1;CES1","NM_001266;NM_001025195;NM_001025194","TSS1500;TSS1500;TSS1500","S_Shore"
"cg08620313","cg08620313","16",55868432,"CES1;CES1;CES1","NM_001266;NM_001025195;NM_001025194","TSS1500;TSS1500;TSS1500","S_Shore"
"cg05857283","cg05857283","16",55870175,"","","","S_Shelf"
"cg04397593","cg04397593","16",55880243,"CES7;CES7","NM_001143685;NM_145024","3'UTR;3'UTR",""
"cg26719862","cg26719862","16",55902037,"CES7;CES7","NM_145024;NM_001143685","Body;Body",""
